country,year,sex,age,suicides_no,population,rate
Turkmenistan,1996,female,5-14 years,3,578800,0.518313753
Turkmenistan,1996,female,55-74 years,9,178400,5.044843049
Turkmenistan,1996,female,75+ years,4,33700,11.8694362
Turkmenistan,1996,male,15-24 years,76,442700,17.16738197
Turkmenistan,1996,male,25-34 years,51,355400,14.35002814
Turkmenistan,1996,male,35-54 years,61,368800,16.54013015
Turkmenistan,1996,male,5-14 years,10,600000,1.666666667
Turkmenistan,1996,male,55-74 years,31,148900,20.81934184
Turkmenistan,1996,male,75+ years,1,15500,6.451612903
Turkmenistan,1997,female,15-24 years,37,446700,8.282963958
Turkmenistan,1997,female,25-34 years,11,371000,2.964959569
Turkmenistan,1997,female,35-54 years,15,404600,3.707365299
Turkmenistan,1997,female,5-14 years,2,592500,0.337552743
Turkmenistan,1997,female,55-74 years,6,178200,3.367003367
Turkmenistan,1997,female,75+ years,1,33700,2.96735905
Turkmenistan,1997,male,15-24 years,88,453200,19.41747573
Turkmenistan,1997,male,25-34 years,74,359800,20.56698166
Turkmenistan,1997,male,35-54 years,66,386700,17.06749418
Turkmenistan,1997,male,5-14 years,11,614600,1.789781972
Turkmenistan,1997,male,55-74 years,21,150000,14
Turkmenistan,1997,male,75+ years,1,15400,6.493506494
Turkmenistan,1998,female,15-24 years,37,454100,8.147985025
Turkmenistan,1998,female,25-34 years,11,374700,2.935681879
Turkmenistan,1998,female,35-54 years,17,425700,3.993422598
Turkmenistan,1998,female,5-14 years,3,607800,0.493583416
Turkmenistan,1998,female,55-74 years,9,175800,5.119453925
Turkmenistan,1998,female,75+ years,6,34200,17.54385965
Turkmenistan,1998,male,15-24 years,92,463000,19.87041037
Turkmenistan,1998,male,25-34 years,74,363200,20.37444934
Turkmenistan,1998,male,35-54 years,119,405500,29.34648582
Turkmenistan,1998,male,5-14 years,15,630400,2.379441624
Turkmenistan,1998,male,55-74 years,20,149300,13.39584729
Turkmenistan,1998,male,75+ years,2,15500,12.90322581
Turkmenistan,1999,female,15-24 years,37,439155,8.42527126
Turkmenistan,1999,female,25-34 years,28,345599,8.101875295
Turkmenistan,1999,female,35-54 years,19,450423,4.218257061
Turkmenistan,1999,female,5-14 years,2,566992,0.352738663
Turkmenistan,1999,female,55-74 years,11,176010,6.249644907
Turkmenistan,1999,female,75+ years,3,38871,7.717835919
Turkmenistan,1999,male,15-24 years,104,446967,23.26793701
Turkmenistan,1999,male,25-34 years,89,346978,25.65004121
Turkmenistan,1999,male,35-54 years,110,406288,27.07439058
Turkmenistan,1999,male,5-14 years,7,579272,1.208413319
Turkmenistan,1999,male,55-74 years,30,145831,20.57175772
Turkmenistan,1999,male,75+ years,2,16368,12.21896383
Turkmenistan,2000,female,15-24 years,32,449090,7.125520497
Turkmenistan,2000,female,25-34 years,22,349192,6.300258883
Turkmenistan,2000,female,35-54 years,12,470349,2.551297016
Turkmenistan,2000,female,5-14 years,2,567906,0.352170958
Turkmenistan,2000,female,55-74 years,3,174919,1.715079551
Turkmenistan,2000,female,75+ years,5,39919,12.52536386
Turkmenistan,2000,male,15-24 years,104,456963,22.75895423
Turkmenistan,2000,male,25-34 years,85,352082,24.14210326
Turkmenistan,2000,male,35-54 years,95,423483,22.43301384
Turkmenistan,2000,male,5-14 years,7,580294,1.20628509
Turkmenistan,2000,male,55-74 years,16,145282,11.01306425
Turkmenistan,2000,male,75+ years,0,16999,0
Turkmenistan,2001,female,15-24 years,33,460455,7.16682412
Turkmenistan,2001,female,25-34 years,22,354216,6.210899564
Turkmenistan,2001,female,35-54 years,14,488694,2.864778368
Turkmenistan,2001,female,5-14 years,3,567589,0.528551469
Turkmenistan,2001,female,55-74 years,6,173382,3.460566841
Turkmenistan,2001,female,75+ years,0,42291,0
Turkmenistan,2001,male,15-24 years,87,467132,18.62428607
Turkmenistan,2001,male,25-34 years,114,357442,31.89328618
Turkmenistan,2001,male,35-54 years,135,440661,30.63579486
Turkmenistan,2001,male,5-14 years,6,580096,1.034311562
Turkmenistan,2001,male,55-74 years,22,145142,15.15756983
Turkmenistan,2001,male,75+ years,3,18881,15.88898893
Turkmenistan,2002,female,15-24 years,43,470946,9.130558493
Turkmenistan,2002,female,25-34 years,19,359375,5.286956522
Turkmenistan,2002,female,35-54 years,8,504060,1.587112645
Turkmenistan,2002,female,5-14 years,3,560358,0.53537203
Turkmenistan,2002,female,55-74 years,6,171868,3.491051272
Turkmenistan,2002,female,75+ years,1,44533,2.24552579
Turkmenistan,2002,male,15-24 years,94,476311,19.73500507
Turkmenistan,2002,male,25-34 years,108,361831,29.8481888
Turkmenistan,2002,male,35-54 years,105,455939,23.02939648
Turkmenistan,2002,male,5-14 years,7,572796,1.222075573
Turkmenistan,2002,male,55-74 years,21,144826,14.50015881
Turkmenistan,2002,male,75+ years,1,20849,4.796393112
Turkmenistan,2003,female,15-24 years,38,481201,7.896907945
Turkmenistan,2003,female,25-34 years,21,364978,5.75377146
Turkmenistan,2003,female,35-54 years,15,517334,2.8994808
Turkmenistan,2003,female,5-14 years,2,547801,0.365096084
Turkmenistan,2003,female,55-74 years,3,171164,1.752705008
Turkmenistan,2003,female,75+ years,3,46460,6.457167456
Turkmenistan,2003,male,15-24 years,81,485360,16.68864348
Turkmenistan,2003,male,25-34 years,101,365893,27.60369835
Turkmenistan,2003,male,35-54 years,97,469877,20.64370037
Turkmenistan,2003,male,5-14 years,3,560043,0.535673154
Turkmenistan,2003,male,55-74 years,11,144973,7.587619764
Turkmenistan,2003,male,75+ years,2,22656,8.827683616
Turkmenistan,2004,female,15-24 years,43,492159,8.737013851
Turkmenistan,2004,female,25-34 years,22,371342,5.924457777
Turkmenistan,2004,female,35-54 years,17,529987,3.207625847
Turkmenistan,2004,female,5-14 years,4,532769,0.750794434
Turkmenistan,2004,female,55-74 years,4,172232,2.32244879
Turkmenistan,2004,female,75+ years,3,47891,6.264225011
Turkmenistan,2004,male,15-24 years,76,495486,15.33847576
Turkmenistan,2004,male,25-34 years,99,370496,26.72093626
Turkmenistan,2004,male,35-54 years,102,483408,21.10018866
Turkmenistan,2004,male,5-14 years,6,544831,1.101258922
Turkmenistan,2004,male,55-74 years,13,146331,8.883968537
Turkmenistan,2004,male,75+ years,3,24068,12.4646834
Turkmenistan,2005,female,15-24 years,40,504111,7.9347604
Turkmenistan,2005,female,25-34 years,26,378566,6.868023013
Turkmenistan,2005,female,35-54 years,17,542813,3.131833615
Turkmenistan,2005,female,5-14 years,3,518125,0.579010856
Turkmenistan,2005,female,55-74 years,7,175542,3.987649679
Turkmenistan,2005,female,75+ years,1,48752,2.0511979
Turkmenistan,2005,male,15-24 years,107,507129,21.09916806
Turkmenistan,2005,male,25-34 years,102,376109,27.11979772
Turkmenistan,2005,male,35-54 years,124,497010,24.94919619
Turkmenistan,2005,male,5-14 years,9,530120,1.697728816
Turkmenistan,2005,male,55-74 years,28,149270,18.75795538
Turkmenistan,2005,male,75+ years,4,24983,16.0108874
Turkmenistan,2006,female,15-24 years,62,514281,12.05566607
Turkmenistan,2006,female,25-34 years,16,385454,4.15094927
Turkmenistan,2006,female,35-54 years,23,553688,4.153963965
Turkmenistan,2006,female,5-14 years,4,502831,0.795495902
Turkmenistan,2006,female,55-74 years,7,180084,3.887074921
Turkmenistan,2006,female,75+ years,2,49893,4.008578358
Turkmenistan,2006,male,15-24 years,104,517620,20.09195935
Turkmenistan,2006,male,25-34 years,111,382190,29.04314608
Turkmenistan,2006,male,35-54 years,132,508377,25.96498268
Turkmenistan,2006,male,5-14 years,12,514454,2.332570065
Turkmenistan,2006,male,55-74 years,28,152468,18.36450927
Turkmenistan,2006,male,75+ years,5,26310,19.00418092
Turkmenistan,2007,female,15-24 years,37,526222,7.031252969
Turkmenistan,2007,female,25-34 years,18,393748,4.571451792
Turkmenistan,2007,female,35-54 years,17,565599,3.005663023
Turkmenistan,2007,female,5-14 years,4,490983,0.814692158
Turkmenistan,2007,female,55-74 years,7,187318,3.736960676
Turkmenistan,2007,female,75+ years,2,50546,3.956791833
Turkmenistan,2007,male,15-24 years,67,530314,12.63402437
Turkmenistan,2007,male,25-34 years,77,389981,19.74455166
Turkmenistan,2007,male,35-54 years,92,520854,17.66329912
Turkmenistan,2007,male,5-14 years,8,502373,1.592442269
Turkmenistan,2007,male,55-74 years,23,157465,14.60642047
Turkmenistan,2007,male,75+ years,2,27254,7.338372349
Turkmenistan,2008,female,15-24 years,64,537815,11.90000279
Turkmenistan,2008,female,25-34 years,26,403248,6.447645122
Turkmenistan,2008,female,35-54 years,10,578059,1.729927222
Turkmenistan,2008,female,5-14 years,6,483074,1.242045732
Turkmenistan,2008,female,55-74 years,6,196586,3.052099336
Turkmenistan,2008,female,75+ years,2,50970,3.92387679
Turkmenistan,2008,male,15-24 years,130,542946,23.94344926
Turkmenistan,2008,male,25-34 years,94,399182,23.54815598
Turkmenistan,2008,male,35-54 years,120,533999,22.47195219
Turkmenistan,2008,male,5-14 years,6,494360,1.213690428
Turkmenistan,2008,male,55-74 years,18,163900,10.98230628
Turkmenistan,2008,male,75+ years,2,27996,7.143877697
Turkmenistan,2009,female,15-24 years,20,545660,3.665286076
Turkmenistan,2009,female,25-34 years,14,413552,3.385305838
Turkmenistan,2009,female,35-54 years,3,590092,0.508395301
Turkmenistan,2009,female,5-14 years,2,478874,0.417646396
Turkmenistan,2009,female,55-74 years,1,206817,0.483519246
Turkmenistan,2009,female,75+ years,0,51484,0
Turkmenistan,2009,male,15-24 years,47,551843,8.516915137
Turkmenistan,2009,male,25-34 years,28,409223,6.842235163
Turkmenistan,2009,male,35-54 years,33,546900,6.034009874
Turkmenistan,2009,male,5-14 years,8,490138,1.632193382
Turkmenistan,2009,male,55-74 years,7,171156,4.089836173
Turkmenistan,2009,male,75+ years,2,28728,6.961849067
Turkmenistan,2010,female,15-24 years,22,547882,4.015463184
Turkmenistan,2010,female,25-34 years,9,424446,2.120411077
Turkmenistan,2010,female,35-54 years,9,601270,1.496831706
Turkmenistan,2010,female,5-14 years,5,477152,1.047884112
Turkmenistan,2010,female,55-74 years,2,217434,0.919819347
Turkmenistan,2010,female,75+ years,0,52217,0
Turkmenistan,2010,male,15-24 years,42,554957,7.568153929
Turkmenistan,2010,male,25-34 years,40,419805,9.528233346
Turkmenistan,2010,male,35-54 years,35,559144,6.259568197
Turkmenistan,2010,male,5-14 years,2,488434,0.409471904
Turkmenistan,2010,male,55-74 years,10,178934,5.588652799
Turkmenistan,2010,male,75+ years,2,29510,6.777363606
Turkmenistan,2011,female,15-24 years,20,546522,3.659505015
Turkmenistan,2011,female,25-34 years,5,437221,1.143586424
Turkmenistan,2011,female,35-54 years,8,613486,1.304023238
Turkmenistan,2011,female,5-14 years,1,478619,0.208934455
Turkmenistan,2011,female,55-74 years,5,228201,2.191050872
Turkmenistan,2011,female,75+ years,0,54342,0
Turkmenistan,2011,male,15-24 years,27,554571,4.868628183
Turkmenistan,2011,male,25-34 years,20,432553,4.623710852
Turkmenistan,2011,male,35-54 years,33,572095,5.768272752
Turkmenistan,2011,male,5-14 years,2,490065,0.408109128
Turkmenistan,2011,male,55-74 years,8,186985,4.278418055
Turkmenistan,2011,male,75+ years,1,31435,3.181167488
Turkmenistan,2012,female,15-24 years,18,539169,3.338470869
Turkmenistan,2012,female,25-34 years,9,449631,2.001641346
Turkmenistan,2012,female,35-54 years,4,624535,0.640476515
Turkmenistan,2012,female,5-14 years,2,481962,0.414970475
Turkmenistan,2012,female,55-74 years,0,239090,0
Turkmenistan,2012,female,75+ years,0,56523,0
Turkmenistan,2012,male,15-24 years,35,547952,6.387420796
Turkmenistan,2012,male,25-34 years,23,444997,5.16857417
Turkmenistan,2012,male,35-54 years,39,584037,6.677659121
Turkmenistan,2012,male,5-14 years,2,493572,0.405209372
Turkmenistan,2012,male,55-74 years,5,195269,2.56057029
Turkmenistan,2012,male,75+ years,1,33321,3.001110411
Turkmenistan,2013,female,15-24 years,16,527829,3.031284753
Turkmenistan,2013,female,25-34 years,8,461848,1.732171624
Turkmenistan,2013,female,35-54 years,3,634920,0.472500473
Turkmenistan,2013,female,5-14 years,0,486814,0
Turkmenistan,2013,female,55-74 years,1,250752,0.398800408
Turkmenistan,2013,female,75+ years,0,58313,0
Turkmenistan,2013,male,15-24 years,19,537146,3.537213346
Turkmenistan,2013,male,25-34 years,21,457380,4.591368228
Turkmenistan,2013,male,35-54 years,28,595499,4.701939046
Turkmenistan,2013,male,5-14 years,0,498604,0
Turkmenistan,2013,male,55-74 years,4,204156,1.959286036
Turkmenistan,2013,male,75+ years,1,34794,2.874058746
Turkmenistan,2014,female,15-24 years,23,515853,4.458634533
Turkmenistan,2014,female,25-34 years,14,474487,2.95055502
Turkmenistan,2014,female,35-54 years,4,645711,0.619472179
Turkmenistan,2014,female,5-14 years,0,493148,0
Turkmenistan,2014,female,55-74 years,3,264297,1.135086664
Turkmenistan,2014,female,75+ years,0,59137,0
Turkmenistan,2014,male,15-24 years,20,525603,3.805153319
Turkmenistan,2014,male,25-34 years,23,470459,4.888842598
Turkmenistan,2014,male,35-54 years,39,607630,6.418379606
Turkmenistan,2014,male,5-14 years,3,505170,0.593859493
Turkmenistan,2014,male,55-74 years,7,214266,3.266967228
Turkmenistan,2014,male,75+ years,0,35466,0
Turkmenistan,2015,female,15-24 years,21,505233,4.156498091
Turkmenistan,2015,female,25-34 years,11,487637,2.255776325
Turkmenistan,2015,female,35-54 years,5,657432,0.76053493
Turkmenistan,2015,female,5-14 years,0,501611,0
Turkmenistan,2015,female,55-74 years,3,280211,1.070621781
Turkmenistan,2015,female,75+ years,1,58753,1.702040747
Turkmenistan,2015,male,15-24 years,31,515349,6.01534106
Turkmenistan,2015,male,25-34 years,15,484397,3.096633546
Turkmenistan,2015,male,35-54 years,38,620958,6.119576525
Turkmenistan,2015,male,5-14 years,1,513926,0.194580543
Turkmenistan,2015,male,55-74 years,7,225820,3.099814011
Turkmenistan,2015,male,75+ years,0,35187,0
Turks and Caicos Islands,1980,female,15-24 years,0,,#DIV/0!
Turks and Caicos Islands,1980,female,25-34 years,0,,#DIV/0!
Turks and Caicos Islands,1980,female,35-54 years,0,,#DIV/0!
Turks and Caicos Islands,1980,female,5-14 years,0,,#DIV/0!
Turks and Caicos Islands,1980,female,55-74 years,0,,#DIV/0!
Turks and Caicos Islands,1980,female,75+ years,0,,#DIV/0!
Turks and Caicos Islands,1980,male,15-24 years,0,,#DIV/0!
Turks and Caicos Islands,1980,male,25-34 years,0,,#DIV/0!
Turks and Caicos Islands,1980,male,35-54 years,0,,#DIV/0!
Turks and Caicos Islands,1980,male,5-14 years,0,,#DIV/0!
Turks and Caicos Islands,1980,male,55-74 years,0,,#DIV/0!
Turks and Caicos Islands,1980,male,75+ years,0,,#DIV/0!
Turks and Caicos Islands,1981,female,15-24 years,0,,#DIV/0!
Turks and Caicos Islands,1981,female,25-34 years,0,,#DIV/0!
Turks and Caicos Islands,1981,female,35-54 years,0,,#DIV/0!
Turks and Caicos Islands,1981,female,5-14 years,0,,#DIV/0!
Turks and Caicos Islands,1981,female,55-74 years,0,,#DIV/0!
Turks and Caicos Islands,1981,female,75+ years,0,,#DIV/0!
Turks and Caicos Islands,1981,male,15-24 years,0,,#DIV/0!
Turks and Caicos Islands,1981,male,25-34 years,0,,#DIV/0!
Turks and Caicos Islands,1981,male,35-54 years,0,,#DIV/0!
Turks and Caicos Islands,1981,male,5-14 years,0,,#DIV/0!
Turks and Caicos Islands,1981,male,55-74 years,0,,#DIV/0!
Turks and Caicos Islands,1981,male,75+ years,0,,#DIV/0!
Turks and Caicos Islands,1984,female,15-24 years,0,,#DIV/0!
Turks and Caicos Islands,1984,female,25-34 years,0,,#DIV/0!
Turks and Caicos Islands,1984,female,35-54 years,0,,#DIV/0!
Turks and Caicos Islands,1984,female,5-14 years,0,,#DIV/0!
Turks and Caicos Islands,1984,female,55-74 years,0,,#DIV/0!
Turks and Caicos Islands,1984,female,75+ years,0,,#DIV/0!
Turks and Caicos Islands,1984,male,15-24 years,0,,#DIV/0!
Turks and Caicos Islands,1984,male,25-34 years,0,,#DIV/0!
Turks and Caicos Islands,1984,male,35-54 years,0,,#DIV/0!
Turks and Caicos Islands,1984,male,5-14 years,0,,#DIV/0!
Turks and Caicos Islands,1984,male,55-74 years,0,,#DIV/0!
Turks and Caicos Islands,1984,male,75+ years,0,,#DIV/0!
Turks and Caicos Islands,1985,female,15-24 years,0,,#DIV/0!
Turks and Caicos Islands,1985,female,25-34 years,0,,#DIV/0!
Turks and Caicos Islands,1985,female,35-54 years,0,,#DIV/0!
Turks and Caicos Islands,1985,female,5-14 years,0,,#DIV/0!
Turks and Caicos Islands,1985,female,55-74 years,0,,#DIV/0!
Turks and Caicos Islands,1985,female,75+ years,0,,#DIV/0!
Turks and Caicos Islands,1985,male,15-24 years,0,,#DIV/0!
Turks and Caicos Islands,1985,male,25-34 years,0,,#DIV/0!
Turks and Caicos Islands,1985,male,35-54 years,0,,#DIV/0!
Turks and Caicos Islands,1985,male,5-14 years,0,,#DIV/0!
Turks and Caicos Islands,1985,male,55-74 years,0,,#DIV/0!
Turks and Caicos Islands,1985,male,75+ years,0,,#DIV/0!
Turks and Caicos Islands,1986,female,15-24 years,0,,#DIV/0!
Turks and Caicos Islands,1986,female,25-34 years,0,,#DIV/0!
Turks and Caicos Islands,1986,female,35-54 years,0,,#DIV/0!
Turks and Caicos Islands,1986,female,5-14 years,0,,#DIV/0!
Turks and Caicos Islands,1986,female,55-74 years,0,,#DIV/0!
Turks and Caicos Islands,1986,female,75+ years,0,,#DIV/0!
Turks and Caicos Islands,1986,male,15-24 years,0,,#DIV/0!
Turks and Caicos Islands,1986,male,25-34 years,0,,#DIV/0!
Turks and Caicos Islands,1986,male,35-54 years,0,,#DIV/0!
Turks and Caicos Islands,1986,male,5-14 years,0,,#DIV/0!
Turks and Caicos Islands,1986,male,55-74 years,0,,#DIV/0!
Turks and Caicos Islands,1986,male,75+ years,0,,#DIV/0!
Turks and Caicos Islands,1987,female,15-24 years,0,,#DIV/0!
Turks and Caicos Islands,1987,female,25-34 years,0,,#DIV/0!
Turks and Caicos Islands,1987,female,35-54 years,0,,#DIV/0!
Turks and Caicos Islands,1987,female,5-14 years,0,,#DIV/0!
Turks and Caicos Islands,1987,female,55-74 years,0,,#DIV/0!
Turks and Caicos Islands,1987,female,75+ years,0,,#DIV/0!
Turks and Caicos Islands,1987,male,15-24 years,0,,#DIV/0!
Turks and Caicos Islands,1987,male,25-34 years,0,,#DIV/0!
Turks and Caicos Islands,1987,male,35-54 years,0,,#DIV/0!
Turks and Caicos Islands,1987,male,5-14 years,0,,#DIV/0!
Turks and Caicos Islands,1987,male,55-74 years,0,,#DIV/0!
Turks and Caicos Islands,1987,male,75+ years,0,,#DIV/0!
Turks and Caicos Islands,1988,female,15-24 years,0,,#DIV/0!
Turks and Caicos Islands,1988,female,25-34 years,0,,#DIV/0!
Turks and Caicos Islands,1988,female,35-54 years,0,,#DIV/0!
Turks and Caicos Islands,1988,female,5-14 years,0,,#DIV/0!
Turks and Caicos Islands,1988,female,55-74 years,0,,#DIV/0!
Turks and Caicos Islands,1988,female,75+ years,0,,#DIV/0!
